Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total"""""
Government,1,1054,Chewton Primary School,Primary,O,3,6,9,5,1,6,4,2,6,1,3.2,4.2,3,4,7,8,0,8,1,3,4,0,0,0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2
Government,1,1070,Bolinda Primary School,Primary,O,3,3,6,3,1,4,4,2,6,3,5,8,2,8,10,1,3,4,2,4,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Government,1,1072,Napoleons Primary School,Primary,O,10,5,15,12,6,18,6,8,14,8,7,15,11,10,21,8,9,17,6,10,16,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
Government,1,1075,Kew Primary School,Primary,O,37,27,64,32,28,60,44,42,86,30,34.6,64.6,40,45,85,25,23,48,39,32,71,0,0,0,478.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.6
Government,1,1076,Haddon Primary School,Primary,O,21,21,42,10,18,28,17,8,25,24,14,38,21,9,30,18,13,31,13,19,32,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Government,1,1079,Panmure Primary School,Primary,O,0,3,3,1,0,1,1,3,4,1,3,4,0,4,4,1,0,1,2,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1081,Dargo Primary School,Primary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government,1,1090,Sorrento Primary School,Primary,O,36,28,64,22,20,42,27,34,61,28,20,48,14,19,33,21,20,41,17,15,32,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
Government,1,1091,Alfredton Primary School,Primary,O,42,38,80,44,37,81,40,45,85,37,43,80,47,44,91,31,48,79,36,40,76,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
Government,1,1097,Bridgewater Primary School,Primary,O,2,2,4,2,3,5,1,5,6,4,0,4,3,1,4,4,1,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Government,1,1098,Hastings Primary School,Primary,O,23,21,44,23,12,35,23,18,41,22,20,42,16,18,34,17,9,26,19,17,36,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
Government,1,1103,Yackandandah Primary School,Primary,O,5,10,15,9,10,19,12,13,25,14,8,22,12,9,21,17,7,24,8,19,27,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Government,1,1104,Nagambie Primary School,Primary,O,7,10,17,11,9,20,13,7,20,5,12,17,7,6,13,9,6,15,5,10,15,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Government,1,1108,Heyfield Primary School,Primary,O,15,16,31,15,18,33,14,17,31,15,10,25,11,12,23,12,13,25,16,12,28,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
Government,1,1111,Moorabbin Primary School,Primary,O,17,15,32,12,15,27,26,18,44,17,22,39,22,15,37,25,24,49,24,21,45,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Government,1,1112,Mansfield Primary School,Primary,O,25,31,56,24,21,45,23,17,40,19,23,42,19,15,34,19,23,42,20,17,37,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Government,1,1115,Middle Indigo Primary School,Primary,O,2,2,4,3,3,6,7,1,8,4,2,6,2,2,4,3,2,5,3,3,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Government,1,1117,Briagolong Primary School,Primary,O,6,3,9,8,6,14,8,10,18,7,7,14,10,9,19,7,7,14,7,7,14,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Government,1,1120,Lindenow Primary School,Primary,O,11,10,21,13,11,24,10,5,15,8,9,17,6,4,10,3,9,12,3,11,14,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Government,1,1125,Broadford Primary School,Primary,O,31,29,60,16,28,44,18,33,51,26,23,49,22,17,39,17,16,33,24,20,44,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
Government,1,1126,Murchison Primary School,Primary,O,11,9,20,10,8,18,7,10,17,10,3,13,9,10,19,12,5,17,0,10,10,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
Government,1,1134,Panton Hill Primary School,Primary,O,7,9,16,6,12,18,7,12,19,8,8,16,7,11,18,11,6,17,9,8,17,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
Government,1,1135,Glen Park Primary School,Primary,O,0,0,0,1,1,2,0,1,1,1,0,1,0,0,0,1,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Government,1,1136,Concongella Primary School,Primary,O,2,4,6,1,0,1,3,2,5,0,1,1,3,1,4,4,1,5,4,1,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Government,1,1141,Bruthen Primary School,Primary,O,3,3,6,2,1,3,4,5,9,3,0,3,3,1,4,4,3,7,3,3,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Government,1,1142,Swan Hill Primary School,Primary,O,33,37,70,48,40,88,35,48,83,57,42,99,29,40,69,38,36,74,38,48,86,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
Government,1,1144,Porepunkah Primary School,Primary,O,7,9,16,6,4,10,13,13,26,11,6,17,3,11,14,6,3,9,7,4,11,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
Government,1,1146,Leopold Primary School,Primary,O,64,45,109,59,47,106,48,57,105,74,60,134,48,55,103,71,58,129,54,54,108,0,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794
Government,1,1147,Inverleigh Primary School,Primary,O,15,13,28,12,13,25,8,15,23,20,6,26,12,11,23,12,16,28,6,11,17,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Government,1,1148,Glen Iris Primary School,Primary,O,41,30,71,25,25,50,36,33,69,38,24,62,27,43,70,31,14,45,32,28,60,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
Government,1,1150,Trawalla Primary School,Primary,O,3,3,6,2,2,4,1,2,3,1,1,2,3,1,4,2,0,2,1,4,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1165,Quarry Hill Primary School,Primary,O,25,25,50,32,23,55,34,34,68,31,38,69,18,18,36,24,16,40,22,16,38,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
Government,1,1167,Sebastopol Primary School,Primary,O,9,2,11,6,11,17,12,4,16,2,10,12,8,6,14,5,6,11,9,8,17,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
Government,1,1176,Woodside Primary School,Primary,O,2,1,3,2,4,6,2,1,3,4,4,8,4,3,7,7,0,7,6,2,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,1178,Noorat Primary School,Primary,O,2,3,5,2,3,5,5,2,7,2,6,8,3,0,3,1,0,1,4,2,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,1181,Albert Park Primary School,Primary,O,46,37,83,34,54,88,40,31,71,33,32,65,28,43,71,41,26,67,25,30,55,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
Government,1,1183,Williamstown Primary School,Primary,O,30,33,63,44,39,83,45,37,82,38,46,84,37,34,71,48,39,87,37,32,69,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
Government,1,1184,Boneo Primary School,Primary,O,17,22,39,24,19,43,30,24,54,28,26,54,37,32,69,28.2,34,62.2,19,19,38,0,0,0,359.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.2
Government,1,1190,Queenscliff Primary School,Primary,O,1,0,1,3,0,3,2,1,3,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Government,1,1194,Portland North Primary School,Primary,O,13,16,29,17,18,35,27,20,47,18,25,43,15,22,37,33,16,49,19,19,38,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
Government,1,1207,Timor Primary School,Primary,O,3,2,5,4,3,7,3,5,8,1,2,3,3,4,7,1,2,3,1,3,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Government,1,1208,Apsley Primary School,Primary,O,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,2,4,6,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Government,1,1211,Strathfieldsaye Primary School,Primary,O,40,31,71,23,42,65,41,37,78,28,28,56,37,32,69,33,27,60,39,34,73,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
Government,1,1222,Skye Primary School,Primary,O,49,38,87,43,49,92,42,44,86,38.6,36,74.6,36,42,78,36,24,60,47,32,79,0,0,0,556.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.6
Government,1,1225,Tooborac Primary School,Primary,O,0,3,3,0,1,1,4,0,4,2,1,3,6,2,8,1,3,4,3,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1231,Lucknow Primary School,Primary,O,48,36,84,33,39,72,36,49,85,35,33,68,35,28,63,54,34,88,45,34,79,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
Government,1,1244,Upper Plenty Primary School,Primary,O,13,10,23,8,19,27,16,12,28,21,18,39,12,7,19,13,3,16,7,10,17,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Government,1,1252,Carlton North Primary School,Primary,O,26,12,38,17,24,41,19,20,39,15,23,38,21,8,29,21,19,40,15,15,30,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
Government,1,1254,Maldon Primary School,Primary,O,11,5,16,11,8,19,10,5,15,11,4,15,12,8,20,6,6,12,3,4,7,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Government,1,1259,Woori Yallock Primary School,Primary,O,17,10,27,18,19,37,10,16,26,18,17,35,19,5,24,11,7,18,22,3,25,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Government,1,1263,Moyston Primary School,Primary,O,2,1,3,1,3,4,4,1,5,0,2,2,3,1,4,1,2,3,4,2,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Government,1,1270,Buninyong Primary School,Primary,O,51,47,98,54,53,107,45,46,91,51,56,107,43,39,82,40,40,80,50,36,86,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
Government,1,1273,Marysville Primary School,Primary,O,7,2,9,4,4,8,6,4,10,4,3,7,1,2,3,6,3,9,1,4,5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Government,1,1275,Langley Primary School,Primary,O,2,4,6,2,4,6,4,3,7,1,3,4,1,2,3,1,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Government,1,1277,Wandong Primary School,Primary,O,35,40,75,30,23,53,15,23,38,28,13,41,23,17,40,19,14,33,23,19,42,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Government,1,1282,Cowes Primary School,Primary,O,40,36,76,33,30.8,63.8,62,48,110,43,42,85,31,43,74,37,28,65,28,31,59,0,0,0,532.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.8
Government,1,1288,Bullarto Primary School,Primary,O,2,0,2,0,1,1,2,0,2,0,0,0,2,0,2,2,2,4,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Government,1,1293,Lismore Primary School,Primary,O,5,3,8,5,1,6,0,3,3,1,2,3,2,1,3,0,2,2,2,2,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1295,Lower Plenty Primary School,Primary,O,15,13,28,12,13,25,18,15,33,8,11,19,7,5,12,6,7,13,6,5,11,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,1316,Specimen Hill Primary School,Primary,O,20,20,40,28,25,53,17,25,42,23,22,45,11,21,32,13,17,30,21,21,42,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
Government,1,1324,Bolwarra Primary School,Primary,O,8,5,13,8,6,14,6,6,12,13,4,17,8,6,14,9,4,13,11,5,16,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
Government,1,1330,Navarre Primary School,Primary,O,1,1,2,1,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Government,1,1334,Warracknabeal Primary School,Primary,O,13,10,23,9,10,19,14,8,22,9,16,25,10,7,17,15,10,25,13,19,32,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Government,1,1335,Moyhu Primary School,Primary,O,2,2,4,2,5,7,3,4,7,0,3,3,2,2,4,2,5,7,2,1,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,1347,Natte Yallock Primary School,Primary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Government,1,1360,Clifton Hill Primary School,Primary,O,59,70,129,37,46,83,43,54,97,43,49,92,51,54,105,52,47,99,41,42,83,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
Government,1,1362,Christmas Hills Primary School,Primary,O,4,2,6,0,1,1,3,3,6,0,2,2,1,2,3,2,2,4,2,1,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1365,Tallangatta Primary School,Primary,O,10,5,15,9,14,23,5,7,12,8,5,13,3,9,12,5,6,11,5,8,13,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
Government,1,1366,Kialla Central Primary School,Primary,O,4,1,5,5,5,10,7,2,9,3,2,5,2,6,8,4,8,12,8,5,13,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Government,1,1368,Mount Eliza Primary School,Primary,O,51,39,90,57,56,113,48,38,86,56,44,100,54,46,100,48,20,68,40,36.4,76.4,0,0,0,633.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.4
Government,1,1369,San Remo Primary School,Primary,O,6,9,15,13,10,23,3,6,9,9,14,23,6,13,19,8,5,13,8,15,23,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
Government,1,1372,Dimboola Primary School,Primary,O,8,9,17,5,10,15,8,11,19,4,8,12,14,7,21,13,12,25,8,8,16,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
Government,1,1373,Whorouly Primary School,Primary,O,3,3,6,2,1,3,4,2,6,2,3,5,0,3,3,2,0,2,1,3,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1379,Merrijig Primary School,Primary,O,2,1,3,4,2,6,0,4,4,2,3,5,2,0,2,1,1,2,1,1,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1386,Lethbridge Primary School,Primary,O,14,15,29,9,9,18,5,10,15,7,11,18,8,10,18,7,9,16,7,5,12,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Government,1,1399,Oxley Primary School,Primary,O,4,6,10,3,5,8,7,3,10,4,5,9,7,7,14,3,5,8,3,5,8,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Government,1,1401,Northcote Primary School,Primary,O,27,40,67,28,27,55,19,21,40,27,33,60,27,15,42,24,30,54,26,14,40,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
Government,1,1402,North Melbourne Primary School,Primary,O,58,48,106,54,50,104,49,45,94,39,53,92,60,39,99,40,49,89,35,27,62,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
Government,1,1403,Dandenong Primary School,Primary,O,27,29,56,29,20,49,28,24,52,27,22,49,25,21,46,26,19,45,19,17,36,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
Government,1,1408,Malmsbury Primary School,Primary,O,5,5,10,6,11,17,7,4,11,2,9,11,8,4,12,2,8,10,4,2,6,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
Government,1,1409,Williamstown North Primary School,Primary,O,64,56,120,59,42,101,63,48,111,51,49,100,54,35,89,48,41,89,47,34,81,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691
Government,1,1410,Kerang Primary School,Primary,O,5.2,5,10.2,3,2,5,2,5,7,3,3,6,3,4,7,6,5,11,6,1.8,7.8,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Government,1,1417,Drouin West Primary School,Primary,O,14,15,29,14,15,29,21,5,26,23,11,34,8,12,20,9,11,20,9,8,17,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
Government,1,1420,Meredith Primary School,Primary,O,8,4,12,5,8,13,9,6,15,7,7,14,2,7,9,7,1,8,11,9,20,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Government,1,1422,Edi Upper Primary School,Primary,O,1,2,3,4,1,5,3,2,5,2,5,7,4,3,7,0,1,1,3,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Government,1,1428,Eaglehawk North Primary School,Primary,O,29,18,47,30,36,66,23.4,26,49.4,28,22.2,50.2,27,19,46,23,28,51,20,20,40,0,0,0,349.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6
Government,1,1432,Mooroopna Primary School,Primary,O,13,16,29,20,13,33,7,19,26,17,20,37,19,18,37,9,12,21,12,23,35,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
Government,1,1434,Cairnlea Park Primary School,Primary,O,65,70,135,61,59,120,65,74,139,82,54,136,65,55,120,60,45,105,58,70,128,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883
Government,1,1435,Ballan Primary School,Primary,O,20,10,30,14,10,24,9,17,26,10,6,16,9,13,22,15,17,32,9,8,17,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Government,1,1436,Mount Pleasant Primary School,Primary,O,12,14,26,17,17,34,10,12,22,14,14,28,16,6,22,13,15,28,9,13,22,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Government,1,1441,Tatura Primary School,Primary,O,17,20,37,28,10,38,18,9,27,10,21,31,16,17,33,15,14,29,12,14,26,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
Government,1,1455,Toolamba Primary School,Primary,O,9,14,23,21,6,27,7,6,13,17,15,32,5,4,9,6,9,15,7,7,14,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Government,1,1458,Harston Primary School,Primary,O,3,2,5,2,5,7,2,3,5,1,6,7,0,1,1,0,3,3,3,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Government,1,1463,Osbornes Flat Primary School,Primary,O,5,4,9,8,5,13,4,5,9,6,6,12,4,6,10,4,5,9,3,3,6,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Government,1,1464,Frankston Primary School,Primary,O,21,22,43,15,17,32,21,17,38,30,16,46,20,18,38,19,25,44,27,11,38,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
Government,1,1465,Donald Primary School,Primary,O,9,7,16,9,4,13,7,12,19,11,9,20,10,8,18,10,7,17,8,6,14,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Government,1,1473,Drummartin Primary School,Primary,O,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Government,1,1476,Beveridge Primary School,Primary,O,29,13,42,24,20,44,14,17,31,7,22,29,20,8,28,19,11,30,4,12,16,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Government,1,1479,St Kilda Primary School,Primary,O,57,64,121,52,44,96,42,45,87,37,41,78,43,34,77,18,27,45,34,21,55,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
Government,1,1484,Cape Clear Primary School,Primary,O,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Government,1,1485,Warburton Primary School,Primary,O,1,5,6,5,6,11,4,4,8,3,2,5,5,6.1,11.1,3,7,10,3,6,9,0,0,0,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1
Government,1,1488,Tallarook Primary School,Primary,O,17,4,21,10,8,18,7.4,3,10.4,9,5,14,7,3,10,7,2,9,1,3,4,0,0,0,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4
Government,1,1489,Barnawartha Primary School,Primary,O,3,2,5,1,0,1,4,1,5,2,1,3,1,2,3,2,3,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Government,1,1490,Fitzroy North Primary School,Primary,O,42,26,68,48,46,94,36,37,73,45,40,85,38,33,71,37,33,70,35,38,73,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
Government,1,1492,Ashby Primary School,Primary,O,14,18,32,21,27,48,15,24,39,13,14,27,16,7,23,14,19,33,10,5,15,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
Government,1,1494,Preston Primary School,Primary,O,54,61,115,54,51,105,59,56,115,52,52,104,56,42,98,52,61,113,40,48,88,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738
Government,1,1503,Tooradin Primary School,Primary,O,25,22,47,18,27,45,20,11,31,23,16,39,19,17,36,17,18,35,16,13,29,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
Government,1,1508,Glenferrie Primary School,Primary,O,23,30,53,26,34,60,39,20,59,26,23,49,24,20,44,29,28,57,15,25,40,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
Government,1,1515,Elmore Primary School,Primary,O,8,2,10,5,4,9,0,3,3,2,2,4,1,2,3,1,0,1,1,2,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Government,1,1527,Dookie Primary School,Primary,O,2,3,5,3,2,5,1,6,7,3,5,8,3,5,8,5,0,5,1,2,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Government,1,1542,Brighton Primary School,Primary,O,64,56,120,61,63,124,60,50,110,49,64,113,51,61,112,45,51,96,56,47,103,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778
